# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
93,5289,1.311036,1.742358,2.643878
93,5289,1.222494,1.529941,3.166171
93,5301,1.149993,1.517840,3.221336
94,5304,1.386131,1.622720,3.027787
93,5299,1.270043,1.623856,2.480621
94,5351,1.326310,1.493598,3.048529
87,5040,1.076544,1.478544,3.154195
90,5130,1.281440,1.642798,3.094827
89,5116,1.280012,1.784369,2.621266
92,5356,1.227604,1.483890,3.143093
93,5392,1.219513,1.667359,3.222174
88,5133,1.298053,1.854377,3.290277
90,5208,1.296213,1.810702,2.642590
88,5132,1.150160,1.470712,3.135044
90,5252,1.114074,1.700685,3.314065
89,5176,1.265735,1.483059,3.384985
88,5111,1.271450,1.642200,2.898035
91,5251,1.218848,1.498151,3.276963
91,5251,1.638219,2.005781,4.963709
90,5251,1.968398,2.441057,5.385195
90,5244,1.265925,1.648546,3.686031
92,5301,1.400619,1.882939,3.572588
92,5301,1.322288,1.607499,3.518021
92,5299,1.188503,1.599219,3.030026
92,5299,1.995306,2.493536,5.414986
89,5223,1.285565,1.571963,3.441794
90,5223,1.940175,2.313113,5.092153
93,5440,1.258962,1.614803,3.532001
89,4617,1.330125,1.831275,3.624308
90,5209,1.334506,1.843831,3.648879
96,5489,1.218554,1.647641,2.889066
94,5466,2.327235,2.627647,5.690721
92,5400,1.280156,1.638671,3.531181
95,5502,1.396906,1.915473,3.467417
93,4948,1.247589,1.557247,3.321462
93,5500,1.241252,1.618887,2.948020
89,5294,1.240950,1.505819,3.106822
97,5627,1.164286,1.556289,3.211802
87,5270,1.328710,1.646914,3.135911
86,5238,1.191257,1.639139,2.473833
86,5288,1.185121,1.437550,2.910055
87,5316,1.007338,1.425157,2.897061
81,5191,1.173805,1.535754,2.920333
81,4542,0.939533,1.258363,2.254849
73,4441,0.989256,1.278047,2.831479
76,4383,0.943968,1.282830,2.867845
75,4378,0.999302,1.235520,2.832469
81,4530,0.937146,1.180493,2.150790
64,4103,0.893973,1.213120,2.642128
81,4490,0.996310,1.272150,2.872381
70,4193,0.931757,1.307138,2.227776
81,4543,0.993587,1.243428,2.732804
66,3994,1.345451,1.879675,4.352085
58,3716,0.980861,1.408399,3.225505
72,4437,0.858146,1.229724,2.998362
71,3967,0.973295,1.474216,2.991074
62,3851,0.904639,1.289741,2.399285
66,4209,1.676857,2.297178,5.390738
80,4554,1.059067,1.393051,3.230579
66,4245,0.986958,1.438725,3.066462
81,4603,1.041974,1.462115,2.414885
64,4219,0.898615,1.292418,2.858586
82,4645,1.025008,1.422790,3.117304
82,4645,1.142925,1.606823,3.224312
76,4592,3.366863,1.455979,2.644518
81,4632,1.085862,1.433437,3.133228
54,4081,1.159468,1.811181,4.741816
56,3697,0.803364,1.320647,3.389509
61,4219,0.957730,1.473158,3.326895
78,4681,1.077040,1.576882,2.623736
69,4337,1.002112,1.409442,3.141491
65,4086,0.819385,1.427118,3.252747
65,4086,1.023680,1.579772,3.316633
75,4477,0.956014,1.431846,2.761906
61,4058,1.614365,2.600904,5.882065
81,4803,1.143034,1.655596,3.673001
82,5249,1.259914,1.941371,3.600326
82,5249,1.283970,1.623394,3.270495
64,4105,0.866471,1.483906,2.740856
81,5230,1.209152,1.566123,3.164657
78,5094,1.090677,1.532469,3.196620
53,3447,0.919296,1.362672,3.429297
53,3446,0.906498,1.395879,2.788151
58,3875,0.900724,1.355717,3.002302
62,3866,0.794864,1.303744,3.007326
58,3778,0.907724,1.560326,3.135948
57,3712,0.919784,1.470341,2.431539
52,3627,0.806772,1.252501,3.035813
52,3414,0.666426,1.233534,2.999341
54,3750,0.912316,1.535144,2.945044
38,3088,0.742362,1.344996,2.347730
42,3249,1.165505,1.833576,4.837120
42,3198,0.653373,1.122126,3.267707
56,3653,0.915792,1.202832,2.807436
45,3162,0.681950,1.171998,2.374656
42,3138,0.699362,1.101436,2.770657
40,3140,0.630727,1.096651,3.041581
43,3175,0.762321,1.131875,2.939333
42,3161,0.592401,1.073150,2.313924
36,2566,0.685525,1.162785,3.215266
37,2594,0.536589,1.148593,2.857794
43,3189,0.712754,1.139898,2.757870
40,3152,0.561453,1.109021,2.192230
30,1905,0.802311,1.493434,4.351146
38,2671,0.595699,1.099086,2.831975
44,3232,0.741081,1.154635,2.853767
38,2637,0.649287,1.209472,2.200115
38,2637,0.644501,1.056121,2.613697
42,3240,0.615453,1.175986,2.840755
32,1993,0.559228,0.956597,2.784352
31,1975,0.469284,0.915030,2.194804
38,2662,0.686201,1.194056,3.241676
38,2684,0.499112,1.016128,2.712839
37,2551,0.625544,1.225087,2.624034
37,2551,1.894325,1.035051,2.102476
29,1853,0.511655,0.975718,2.564843
30,1883,0.448426,0.899122,2.734110
30,1883,0.507489,0.932405,2.560828
28,1857,0.402940,0.845679,1.925049
29,1930,0.461597,0.957227,2.651573
29,1930,0.490691,0.962968,2.755443
29,1926,0.421887,0.911610,2.085547
28,1830,0.433315,1.053678,2.930942
29,1929,0.492105,0.970706,2.730602
29,1927,0.443015,0.947910,2.220500
28,1828,0.765884,1.701018,4.871283
28,1828,0.471464,1.010359,2.631047
29,1876,0.450815,1.013745,2.794012
28,1874,0.462243,1.060059,2.801476
28,1835,0.423944,0.991764,2.182237
29,1933,0.464202,1.020496,2.963092
29,1897,0.516753,1.022976,2.919947
29,1895,0.762726,1.746245,3.983453
30,1919,0.483894,1.190143,3.273266
30,1912,0.489002,1.069461,2.816367
26,1708,0.430697,1.102183,2.197139
30,1908,0.797184,2.062895,5.026276
29,1883,0.450188,1.144169,2.970373
28,1818,0.478972,1.066605,2.822912
27,1731,0.436294,1.077039,2.279687
27,1731,0.776274,1.823443,4.822457
30,1905,0.434152,1.147465,2.921413
33,2012,0.529541,1.177118,2.769271
33,2008,0.481636,1.170703,2.316210
32,1996,0.481742,1.112663,2.876134
28,1977,0.445924,1.107768,3.080924
31,2007,0.517546,1.203834,3.019361
28,1976,0.408067,1.067462,2.313387
31,2045,0.483709,1.153501,2.922437
29,2029,0.503689,1.208899,2.940025
29,2026,0.454575,1.144700,2.231003
30,2041,0.520965,1.162263,2.944039
30,2039,0.540472,1.391535,2.876919
32,2066,0.486395,1.139314,2.796098
31,2068,0.430810,1.175037,2.742270
31,2068,0.497613,1.146139,2.713510
29,1821,0.430930,1.084605,2.278104
33,1996,0.500624,1.114311,2.834051
30,1851,0.473558,1.145655,2.599909
29,1830,0.460197,1.016298,2.118914
30,1897,0.475348,1.139390,2.671949
30,1897,0.427393,1.110074,2.611153
30,1895,0.793111,2.119634,3.987874
31,1923,0.429861,1.164659,2.828654
31,1918,0.490169,1.150274,2.650160
31,1914,0.387511,1.037250,2.052040
32,1946,0.525270,1.222865,2.557035
32,1945,0.434973,1.131627,1.994547
32,1945,0.781235,2.169132,5.467747
33,1988,0.461114,1.232802,2.812441
33,1982,0.514827,1.230752,2.627497
33,1978,0.435721,1.107959,2.004991
34,2012,0.481616,1.192532,2.552265
34,2012,0.574959,1.306473,2.444306
33,2000,0.437131,1.168486,2.004315
34,2013,0.510756,1.251120,2.614451
34,2011,0.450906,1.156053,2.069291
34,2011,0.839868,2.281693,4.696357
35,2044,0.555710,1.472504,3.203028
35,2038,0.539579,1.239491,2.585132
35,2037,0.386831,1.080033,1.988150
36,2060,0.494419,1.156545,2.546176
31,1929,0.383146,1.138507,2.112979
36,2058,0.869071,2.224621,4.451173
37,2109,0.498715,1.249818,2.872996
37,2105,0.527769,1.181210,2.655760
37,2102,0.429583,1.232649,2.056519
38,2124,0.521800,1.271666,2.710355
38,2123,0.507015,1.216148,2.057587
38,2123,0.523880,1.161521,2.583755
32,2009,0.551644,1.190113,2.910229
38,2105,0.509445,1.202621,2.186776
39,2142,0.861540,2.026059,4.231691
40,2177,0.535434,1.232524,2.570485
40,2170,0.581631,1.300538,2.554412
39,2132,0.478772,1.122108,1.853785
36,2079,0.500095,1.242298,2.499549
41,2202,0.526828,1.117282,1.987387
40,2133,0.596884,1.362112,2.518797
35,2090,2.479151,1.214105,1.923613
36,2091,0.551434,1.226055,2.764903
41,2189,0.458988,1.153617,2.551247
41,2189,0.562298,1.160962,2.457887
37,2146,0.469064,1.101014,1.896554
38,2180,0.504027,1.213479,2.661819
37,2178,0.454009,1.122630,2.061064
37,2178,0.593651,1.370327,3.188712
38,2205,0.575116,1.486035,3.275074
38,2189,0.617764,1.356041,2.774627
38,2187,0.453079,1.194496,2.116092
39,2231,0.505756,1.282662,2.715753
39,2227,0.506256,1.279116,2.289428
39,2228,0.959591,2.413538,5.381143
39,2292,0.542654,1.362510,2.947338
39,2000,0.614777,1.501438,2.960933
40,2291,0.529581,1.284994,2.367751
42,2349,0.527068,1.375507,2.870152
41,2344,0.510048,1.439990,2.521069
47,2442,1.103988,2.627223,5.160781
42,2390,0.554295,1.381656,2.887857
49,2521,0.755398,1.764975,2.858006
41,2093,0.552337,1.316382,2.284204
43,2411,0.534165,1.443177,2.811107
39,1922,0.469420,1.396431,2.290576
43,2410,0.615292,1.480843,2.768948
44,2443,0.514733,1.467794,2.958048
47,2449,0.588478,1.471713,2.544012
43,2428,0.635611,1.459468,2.789252
44,2467,0.504342,1.469434,2.852918
45,2468,0.676244,1.796616,2.888142
45,2459,0.596768,1.490696,2.377672
50,2587,0.613047,1.493501,2.972597
43,2481,0.721385,1.871721,3.083325
51,2620,0.678031,1.520582,2.374033
45,2508,0.527057,1.532804,3.122866
48,2515,0.774092,1.847940,3.126166
48,2513,0.672271,1.597516,2.526025
48,2513,1.246555,2.740956,5.062879
47,2513,0.703082,1.640522,2.949058
47,2513,0.587621,1.512709,2.964884
49,2519,0.724039,1.614107,3.129149
45,2504,0.651931,1.627107,2.528277
47,2522,0.633169,1.623634,2.938897
49,2528,0.772730,1.678513,3.065272
49,2525,0.702162,1.607077,2.518136
54,2658,0.694090,1.630897,2.936922
52,2567,0.805647,1.644078,2.991342
49,2515,0.731926,1.566077,2.433894
48,2521,0.611189,1.580054,2.907831
53,2617,0.783630,1.686207,3.021580
54,2652,0.780925,1.681412,2.466942
54,2650,0.680982,1.570555,3.050781
49,2557,0.837609,1.963346,3.108056
52,2595,0.712244,1.547123,2.430393
54,2645,0.716916,1.550243,2.949330
50,2606,0.820050,1.762713,3.033459
48,2583,0.688168,1.531310,2.285554
54,2656,0.657408,1.678385,2.990386
49,2591,0.776997,1.636538,2.968758
50,2613,0.720321,1.542970,2.481134
57,2780,0.733727,1.519333,3.032690
50,2395,0.799040,1.634094,2.952208
50,2391,0.713820,1.417471,2.465196
53,2690,0.710560,1.577418,3.135682
53,2690,0.823128,1.801521,3.139120
52,2675,0.776488,1.421824,2.477325
53,2710,0.679355,1.409864,3.042106
56,2967,0.852241,1.675949,3.040062
55,2963,0.728376,1.448639,2.503630
54,2746,0.772268,1.596694,3.103338
58,2833,0.811370,1.623002,2.522896
58,2833,0.787854,1.495085,2.974629
59,2879,0.749586,1.585826,3.091030
55,2789,0.814354,1.575478,3.136144
58,3035,0.698369,1.650668,2.692087
58,3060,0.697367,1.716440,3.084631
53,2797,0.845172,1.864858,3.024041
51,2771,0.738054,1.691974,2.589351
60,2956,0.822797,1.790472,3.086168
60,2956,0.991214,1.888988,3.073614
57,3059,0.855226,1.815168,2.479080
61,2984,0.803854,1.840189,3.081010
61,2984,0.967467,2.012130,2.975646
59,2958,0.822945,1.792182,2.391632
60,3005,0.767238,1.819198,3.143742
60,3005,0.972211,2.075453,3.036836
60,3003,0.857308,2.213789,2.467640
59,2988,0.883065,1.887041,2.885604
60,2980,0.798169,1.765937,3.093505
65,3202,0.967452,2.228529,2.852229
60,2978,0.689393,1.780260,2.303164
66,3268,0.910701,1.886176,2.852673
61,3046,0.890256,2.140248,2.955790
61,3039,0.805659,1.669368,2.427468
62,3095,0.750437,1.668834,2.914366
62,3095,0.855826,2.023232,2.939972
61,3079,0.804245,1.665425,2.257458
62,3154,0.781364,1.766338,2.890683
62,3144,0.868997,1.749028,3.095574
62,3135,0.748630,1.719553,2.486237
61,3127,0.816095,1.803687,2.695183
65,3312,0.829240,1.805620,3.142547
62,3157,0.928783,1.909706,2.979201
62,3149,0.847504,1.835210,2.562595
62,3149,1.557800,3.209965,5.159327
63,3277,0.936537,2.039113,3.635116
63,3195,0.749798,1.787919,3.137210
63,3195,0.967660,2.290884,3.201812
62,3182,0.781050,1.846983,2.490356
63,3224,0.834676,1.835908,3.060241
63,3209,1.010106,2.347914,3.099827
63,3198,0.933153,2.072612,2.597595
63,3198,1.556832,3.473080,5.938784
64,3311,1.005059,1.994467,3.464387
64,3213,0.834688,1.735567,2.952741
68,3501,0.918400,1.871148,3.054698
64,3211,0.735879,1.735311,2.445864
69,3530,0.907992,1.877614,3.092665
65,3231,1.033737,2.090492,3.090901
65,3225,0.860867,1.894124,2.479310
69,3513,0.890722,1.875864,3.110189
70,3565,0.858065,1.844285,3.237745
72,3562,0.974963,2.216298,3.169800
70,3555,0.966248,1.927859,3.014559
70,3546,0.852217,1.807351,2.533659
71,3581,0.906612,1.836827,3.145202
71,3571,1.019912,1.965844,3.304112
71,3569,0.927420,1.931401,2.612860
73,3576,0.950386,1.792484,3.096392
74,3617,0.975876,1.823174,3.167352
72,3605,1.026045,2.213783,3.277040
75,3610,0.914769,1.927798,2.566064
75,3610,0.935796,1.815827,2.958692
76,3649,0.922011,1.797903,3.056494
76,3644,0.984061,2.042520,3.209732
77,3743,1.259657,2.113113,3.188378
76,3725,0.932521,1.829847,2.568311
76,3645,0.922373,1.875020,3.134315
78,3794,1.086375,2.132486,3.249605
76,3633,0.874524,1.971363,2.685115
76,3633,0.945311,1.902205,3.038853
77,3668,0.931264,1.892124,3.142091
77,3661,1.069296,1.945371,3.177526
79,3815,1.083021,1.980638,2.764648
79,3829,0.990124,1.876398,3.323751
78,3720,1.103032,2.279395,3.311166
79,3819,1.148896,1.963516,3.114968
79,3818,0.937020,1.802570,2.712732
81,3884,1.032887,1.860484,3.536845
80,3825,1.126632,1.949740,3.387672
81,3877,1.064749,2.037501,2.798021
79,3857,1.074682,1.848486,3.192326
80,3908,1.026542,1.888703,3.371703
80,3902,1.140892,2.155069,3.421870
80,3902,1.275684,2.141807,3.385661
80,3898,1.023438,1.928763,2.792390
81,3932,1.011200,1.917225,3.445915
81,3923,1.172685,2.090835,3.450200
80,3866,1.081899,1.851191,3.261547
80,3863,1.000650,1.796053,2.770219
81,3904,1.009073,1.841416,3.310751
81,3899,1.115812,1.947071,3.483690
80,3800,1.095840,1.816762,3.493182
80,3797,0.924015,1.790020,2.731342
81,3816,1.016500,1.795525,3.255903
81,3804,1.201072,2.028510,3.314977
81,3804,1.234508,2.164884,3.315769
81,3803,0.957360,1.729541,2.621981
82,3847,0.997465,1.781106,3.182407
82,3844,1.125139,1.916049,3.136495
80,3843,1.007776,1.778796,3.019236
81,3829,0.881354,1.774460,2.503031
82,3872,0.962870,1.769632,2.933428
82,3858,1.049478,2.164474,2.904040
82,3856,0.947411,1.952482,2.432470
80,3847,0.938758,1.785256,2.812609
82,3910,0.973757,1.789358,3.059138
82,3904,1.053605,2.054462,3.035513
82,3900,1.021773,2.078110,2.447449
82,3900,0.959498,1.843771,2.962070
81,3892,0.958450,1.878923,3.027810
80,3929,1.148111,2.030276,2.943196
81,3888,0.978369,2.059843,2.483233
81,3900,0.929855,1.830509,2.808182
83,3941,0.970675,1.861621,3.049837
83,3939,1.051379,1.924948,2.973699
83,3934,1.036238,2.059978,2.503891
82,3926,0.993294,2.052594,2.835429
83,3968,0.934463,1.855379,2.863836
83,3961,0.975214,1.951043,2.807114
83,3959,0.965547,2.023632,2.377023
83,3959,0.955928,1.876671,2.812508
84,4007,0.931015,1.889984,2.914087
84,3997,1.019227,2.328436,3.001050
84,3994,0.935309,2.024571,2.563375
84,3994,1.022505,1.872522,2.877800
85,3995,0.960117,1.862911,2.777228
85,3993,0.981591,2.040321,2.983447
85,3992,1.016417,2.033775,2.419648
81,4188,1.032721,1.954610,2.943586
87,4121,1.030789,1.905410,2.987743
88,4177,1.148940,2.101156,3.080937
88,4177,1.032263,1.908323,2.931855
88,4176,0.958534,2.010403,2.611152
88,4176,1.194616,2.245406,3.513839
89,4213,1.059282,1.936281,3.310038
89,4204,1.126016,2.135628,3.341994
89,4204,1.319431,2.503367,3.281264
99,5417,1.166984,2.220353,2.723806
99,5417,1.354553,2.273695,3.362455
101,5426,1.699539,2.962587,4.648538
99,5417,1.961335,3.446799,4.880345
105,5736,1.364569,2.364521,3.571895
106,5703,1.466827,2.451436,3.622615
115,5856,1.495397,2.475867,3.376716
116,6293,1.584863,2.786729,2.866751
125,6297,1.516156,2.466296,3.249717
125,6514,1.563034,2.563450,3.451088
127,6644,1.786090,2.940262,3.468398
134,6802,1.822881,2.700491,3.334805
134,6856,1.533056,2.724564,2.990575
144,7227,1.786817,2.681586,3.438566
145,7254,1.724978,2.702276,3.567117
145,7170,1.869501,2.885661,3.538291
148,7243,1.969314,2.795369,3.438932
148,7242,1.632407,2.652624,2.988295
146,7187,1.851343,2.612395,3.298657
145,7200,1.732613,2.631850,3.421369
149,8026,2.040204,3.362989,3.502616
151,8046,1.939723,2.945344,3.435049
149,8005,1.784755,2.923432,2.784998
152,8078,1.939065,2.910114,3.312014
152,8084,1.844666,2.858230,3.178151
150,8013,1.971762,3.002804,3.182607
144,7200,1.961217,3.175504,3.106724
152,8012,1.748424,2.844370,2.675759
146,7136,1.741816,2.650925,3.020319
152,8037,1.772420,2.848308,3.058643
148,7228,1.792687,2.934701,3.268708
148,7228,1.830991,2.825616,3.100610
148,7227,1.582530,2.814860,2.646626
149,7275,2.880614,4.225785,4.580584
149,7204,2.205451,3.003060,3.142542
145,7225,1.599457,2.911005,2.991538
145,7225,1.796165,3.617536,3.110079
145,7225,1.747691,3.288358,2.690209
152,7466,1.799543,3.028609,3.068754
153,7487,1.749498,3.068717,3.245676
153,7479,1.913387,3.288878,3.383984
153,7479,2.071758,3.461777,3.394527
154,7477,1.681275,3.127917,2.902535
154,7477,1.981196,3.041259,3.435617
154,7477,2.965075,4.352039,4.766345
156,8141,1.975286,3.129864,3.288421
157,8180,1.885349,3.197888,3.250718
162,8190,2.056765,3.485574,3.414168
156,7515,2.010141,3.041565,3.334015
160,8086,1.791802,3.241243,2.858193
164,8354,2.119570,3.167522,3.397618
164,8355,1.975581,3.187424,3.253202
165,8356,2.099860,3.252890,3.358886
164,8346,2.099534,3.389434,3.537982
165,8356,1.905634,3.087902,2.954453
170,8608,3.296218,4.479650,4.857323
166,8356,2.060732,3.194870,3.281905
170,8528,1.984614,3.027664,3.363435
170,8528,2.401567,3.638244,3.397047
169,8472,2.147097,3.608555,2.871869
169,8512,1.978450,3.195542,3.335547
170,8570,2.089769,3.252715,3.676837
165,8299,2.135436,3.273866,3.440005
170,8532,2.336923,3.509064,3.556710
170,8560,2.309386,3.676552,3.030693
168,8470,2.167277,3.150476,3.389534
166,8369,2.051978,3.506227,3.592767
171,8613,2.243228,3.432846,3.602385
171,8613,2.278306,3.407394,3.501267
165,8076,1.891863,3.137220,3.021827
169,8097,2.186709,3.110295,3.873443
168,8078,2.514419,3.853027,4.516337
169,8532,3.349696,4.407976,5.016330
170,8532,2.300578,3.121465,3.551151
171,8562,2.307403,3.219008,3.883228
171,8564,2.945296,4.118554,5.377410
168,8357,3.307361,3.832003,4.368239
174,8664,2.198519,3.131983,3.626506
174,8657,2.276749,3.286929,3.642419
174,8657,2.296946,3.766241,3.701376
170,8533,4.798877,3.263554,3.157800
167,8349,2.147895,2.969771,3.659464
171,8394,2.574575,3.457549,4.364209
168,8306,2.038561,2.953883,3.878442
171,8433,2.467918,3.172783,3.799621
169,8369,2.334432,3.134965,3.675948
167,8314,2.363698,3.310029,3.166630
166,8223,2.140361,2.849631,3.646245
175,8515,3.438201,4.212625,5.202436
170,8326,3.647065,4.349985,5.359425
167,8314,2.443647,3.111799,3.826012
167,8314,2.266174,2.993351,3.918929
168,8404,2.703305,3.547212,4.949220
168,8351,2.152754,2.866355,3.828059
166,7741,2.000587,2.925826,3.618496
167,8212,2.279464,3.433166,3.572355
176,8504,2.253303,3.292050,3.087991
170,8552,2.183048,2.827732,3.447888
178,8629,2.186568,2.857251,3.617579
177,8550,2.250766,2.954783,3.671442
178,8602,2.287202,2.929194,3.471789
171,8160,2.147683,3.160072,2.919494
172,8279,2.067930,2.788050,3.306055
178,8521,2.119044,2.791384,3.329890
173,8567,2.119984,2.986097,3.327764
179,8596,2.491573,3.105631,3.314349
178,8510,2.231480,3.073609,2.858468
177,8440,2.108756,2.615199,3.111230
165,8348,2.057830,2.613504,3.224551
164,8367,2.081077,2.729223,3.293409
158,8086,2.144653,2.673444,3.243351
146,7519,1.989045,2.678558,2.595245
145,7534,1.853194,2.361825,2.998423
144,7483,1.848659,2.403329,3.239174
148,7618,2.008462,2.542191,3.143557
143,7359,1.881941,2.329397,3.266147
144,7404,1.771998,2.403067,2.633163
143,7476,1.813250,2.319805,3.049309
145,7510,1.854255,2.425219,3.113323
144,7385,1.872435,2.454105,3.112337
140,7203,1.839716,2.341678,3.192573
137,7162,1.950970,2.614399,2.682587
140,7294,1.840307,2.220903,3.023512
141,7359,1.796044,2.423895,3.159402
141,7354,1.871824,2.433363,3.243221
139,7349,1.981178,2.350366,3.078890
138,7264,1.894894,2.573284,2.633372
137,7309,1.762601,2.220183,3.060762
137,7355,1.734013,2.334759,3.243946
134,7184,1.877506,2.403656,3.229714
135,7286,1.896828,2.485042,3.192287
136,7295,1.856399,2.560719,2.671178
132,6604,1.606672,2.153896,3.160956
133,6642,1.660793,2.152482,3.235566
136,7318,1.836539,2.388517,3.167423
131,6851,1.762286,2.413572,3.075889
127,7124,1.737421,2.464308,2.694954
126,7110,1.589411,2.286086,3.147584
129,7331,1.711078,2.230217,3.144071
121,6915,1.742871,2.324291,3.108093
128,7316,1.862040,2.400983,3.109925
121,7023,1.720163,2.405020,2.716427
119,6872,1.556103,2.216608,3.159094
121,7016,1.603854,2.167449,3.058796
120,6982,1.698012,2.278619,3.188366
114,6734,1.735759,2.198471,3.090088
115,6734,1.705211,2.370646,2.596352
111,6559,1.496316,2.069500,3.128219
112,6585,1.484162,2.101549,3.148202
114,6701,1.755899,2.612368,3.137794
113,6584,1.694482,2.369361,2.968383
115,6702,4.252898,2.211955,2.589545
111,6410,1.406408,2.054993,2.911729
117,6837,1.554616,2.057714,2.905162
115,6825,1.748581,2.439075,3.018069
111,6545,1.504623,2.343170,2.500442
111,6599,1.385516,1.995231,2.989473
107,6445,1.363789,2.022221,2.860926
107,6489,1.513434,2.288500,2.954934
107,6369,1.535597,2.122417,2.926608
106,6322,1.432632,2.062604,2.822563
107,6374,1.504714,2.248535,2.322222
112,6281,1.349243,1.980162,2.841034
113,6320,1.379428,2.045772,2.849495
114,6317,1.436357,2.257631,2.875486
103,5561,1.393969,2.125736,2.920683
102,5544,1.402112,2.076449,2.415953
106,6133,1.318218,1.874277,2.773039
99,5333,1.201228,1.778419,2.843947
98,5266,1.265233,1.944403,2.850919
94,5192,1.325210,2.087122,2.790731
93,5154,1.224801,2.000218,2.277429
96,5664,1.220856,1.753792,2.688042
92,5150,1.081915,1.772992,2.913375
93,5234,1.262028,1.961222,2.981985
90,5132,1.167009,1.774918,2.822729
82,4822,1.007378,1.708937,2.387720
88,4997,1.116613,1.711606,2.741723
93,5610,1.167558,1.862958,2.917687
92,5606,1.313121,2.053146,2.907445
83,4877,1.118241,1.776341,2.882292
92,5053,1.015642,1.714168,2.290197
91,5032,1.152294,1.795975,2.715679
92,5502,1.138741,1.844964,2.843606
92,5612,1.342837,2.046653,2.864012
91,5497,1.195594,1.920353,2.941677
91,4945,0.986593,1.731562,2.229154
87,4850,1.141478,1.733020,2.689163
84,4932,1.051627,1.784749,2.847403
93,5102,1.281793,2.251924,2.943940
93,5102,1.191401,2.014604,2.791578
93,5100,1.261011,1.921594,2.312405
91,4892,1.119273,1.853493,2.724868
92,4957,1.080923,1.827782,2.952589
92,4952,1.180615,1.894733,3.003670
91,4892,1.131201,2.103922,2.613251
94,5160,1.101861,1.961751,3.031367
92,4952,1.803348,2.697969,4.331237
95,5218,1.190180,1.895756,3.165773
92,5203,1.161815,2.005888,3.156635
92,5203,1.267652,2.136976,3.068507
80,4734,1.127980,2.062422,2.526535
95,5204,1.167126,1.963477,3.045278
93,5257,1.155653,2.039965,3.144457
81,4768,1.151319,2.109032,3.225987
96,5257,1.257679,2.109451,3.129633
87,5071,1.239716,2.225110,2.732842
87,5078,1.143529,2.012154,3.048667
82,4810,1.118527,1.967870,3.188702
82,4799,1.187170,2.087238,3.118471
81,4768,1.190955,1.991276,3.280295
95,5149,1.299719,2.350092,2.556284
86,4875,1.109888,2.036192,3.027268
97,5316,1.212537,2.095731,3.400933
81,4621,1.095422,2.130060,3.189281
90,5000,1.201711,2.188548,3.167974
89,4940,1.188324,2.321547,2.586655
81,4765,1.105379,2.072512,2.975054
89,4960,1.104126,2.165720,3.070604
89,4953,1.184717,2.272792,3.206418
88,4943,1.398388,2.537223,3.080526
81,4713,1.174707,2.227453,2.594789
92,5520,1.244659,2.207900,2.991201
80,5251,1.139686,2.213694,3.161715
111,6008,1.478286,2.561066,3.334080
108,5570,1.361976,2.149332,3.072970
100,5293,1.138839,2.244512,2.597867
103,5797,2.384088,3.900532,4.926002
101,5353,1.282166,2.231210,3.133473
103,5827,1.320134,2.325534,3.019310
98,5261,1.350866,2.260564,3.097663
98,5258,1.298322,2.602267,2.575566
98,5258,1.262407,2.141051,3.011648
99,5306,1.252616,2.079639,3.029086
101,5358,1.426410,2.680541,3.050344
92,5080,1.233175,2.218426,3.042399
92,5078,1.109834,2.259964,2.630165
94,5134,1.249292,2.294961,3.101508
102,5401,1.245645,2.248136,3.263859
102,5396,1.354602,2.365405,3.192136
95,5174,1.349787,2.453997,3.207054
93,5115,1.282568,2.552812,2.653430
94,5156,1.211598,2.222428,3.126966
97,5200,1.241241,2.246013,3.208378
102,5415,1.356876,2.420427,3.255368
99,5196,1.351644,2.495652,3.159788
100,5358,1.338873,2.578567,2.737634
101,5401,1.259304,2.290744,3.095849
99,5327,1.235661,2.255777,3.219241
98,5722,1.374321,2.807257,3.286542
84,4827,1.253323,2.433267,3.201365
101,5858,1.238441,2.457482,2.679659
101,5923,1.354354,2.405528,3.139688
97,5423,1.282280,2.392049,3.379351
81,4594,1.208705,2.470188,3.308465
98,5352,1.404371,2.518209,3.306075
98,5351,1.186918,2.378972,2.870345
85,4804,1.274386,2.398587,3.332652
81,4476,1.127986,2.180675,3.300335
81,4606,1.200657,2.558915,3.265830
84,4827,1.241388,2.429973,3.018100
81,4489,0.990450,2.141488,2.597386
81,4800,1.176882,2.147029,3.063865
81,4814,1.107449,2.289866,3.078809
81,4645,1.210164,2.357757,3.207452
81,4569,1.237435,2.661378,3.063822
74,4243,0.954553,2.098705,2.668946
81,4646,1.810613,3.459413,4.712347
73,4243,1.043137,2.110153,3.398457
73,4201,1.043660,2.184565,3.281401
77,4372,1.168138,2.231003,3.284439
81,4571,1.171274,2.426104,2.852095
81,4687,1.157192,2.162511,3.250056
81,4605,1.135467,2.147302,3.259295
81,4610,1.156625,2.203313,3.321717
79,4461,1.180838,2.168698,3.245309
81,4641,1.009089,2.131695,2.650569
81,4681,1.146437,2.145813,3.241717
82,4736,1.555393,3.020418,4.660750
83,4794,1.156754,2.402635,3.224062
81,4595,1.183746,2.355854,3.219929
82,4698,1.221567,2.290775,3.102016
81,4593,1.404489,2.233079,2.595792
75,4400,1.086777,2.132116,3.151881
81,4736,1.113794,2.195899,3.285791
81,4745,1.345162,2.650839,3.312370
81,4733,1.244373,2.445508,3.338206
83,4743,1.047234,2.291417,2.660163
81,4645,1.866674,3.494856,4.758960
