# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
275,10710,3.360353,4.802708,3.943401
280,10798,3.417439,4.738754,3.843192
289,10878,3.354261,4.999483,3.953856
289,10806,3.334908,4.805651,3.860805
289,10806,3.491189,5.245900,4.098458
292,10808,3.545412,5.134028,4.274829
282,10785,3.455263,5.170510,4.173676
272,10645,3.488166,5.320761,3.606399
294,10805,7.102572,5.206529,4.212136
271,10445,3.126502,4.638173,3.987873
281,10484,3.281506,4.658365,3.912991
283,10489,4.487182,6.212941,4.734686
274,10413,3.164464,4.798517,4.223753
276,10456,3.111616,4.735329,4.018632
282,10478,6.118428,4.969861,4.009689
285,10728,3.370162,5.741381,4.212261
284,10478,3.635656,5.353789,4.186876
277,10413,3.290416,5.553298,3.700315
288,10478,3.079918,5.120635,4.124054
285,10455,3.070579,5.103068,3.983426
281,10417,3.197770,4.676318,3.964070
284,10450,4.591329,6.172125,4.678067
282,10449,3.127990,4.805674,3.734343
283,10486,3.142541,4.825126,3.892206
283,10479,4.409104,5.003032,3.998856
276,10433,3.551277,5.728940,4.048719
279,10402,3.295145,5.104548,4.015106
280,10438,3.277414,5.372126,3.449509
279,10424,3.024981,5.058729,4.128164
278,10405,3.159717,4.680495,3.866813
277,10441,4.436446,6.107100,4.670331
272,10425,3.181031,4.621565,3.824494
281,10470,3.123870,4.740896,4.225629
278,10351,3.064317,4.728006,4.084970
286,10447,3.175019,5.054124,3.733251
281,10436,3.488840,5.338154,3.778391
273,10369,3.122301,4.675176,3.642584
281,10447,3.234124,5.370189,3.234179
276,10425,2.846363,4.943641,3.714691
286,10438,3.113568,4.564974,3.581421
272,10422,2.934533,4.780131,3.667455
275,10394,2.946176,4.708196,3.596171
280,10430,3.152196,4.993919,3.572720
280,10392,3.070369,5.042045,3.759921
273,10364,3.140074,5.359689,3.105472
268,10369,2.825222,4.627217,3.443618
277,10406,2.991047,4.962468,3.532969
276,10280,4.095616,5.660173,4.260007
274,10359,2.967445,4.679863,3.389368
278,10365,2.946001,4.561087,3.302483
275,10350,2.951425,4.856851,3.286217
271,10326,3.163320,5.137368,3.354214
277,10359,2.969746,5.012809,3.401268
278,10370,3.046644,5.288949,2.768415
269,10332,2.756643,4.865781,3.252700
266,10303,2.792961,4.533596,3.169438
277,10377,2.769733,4.563751,2.983103
253,10221,2.655722,4.879529,3.050751
256,9993,2.729294,4.779423,3.307315
226,8799,2.642688,5.053005,2.974089
241,9554,2.519497,4.956762,2.538932
223,9381,2.278399,4.410071,3.010431
233,9756,2.423850,4.249308,3.057949
207,8251,2.242808,3.992306,3.267201
232,9610,2.540885,4.377304,3.407719
227,9379,2.688825,4.884564,3.425204
272,10145,2.880061,4.968877,3.571808
268,10176,2.853745,4.964172,3.095039
265,10171,2.695993,4.709734,3.440056
262,10159,2.667617,4.598183,3.614840
264,10169,2.791485,4.264774,3.382395
265,10153,3.055793,4.834306,3.736922
254,10180,2.560258,4.421382,3.408348
260,10153,2.661214,4.342414,3.409388
229,9367,2.573223,4.494303,3.321755
214,9206,2.422954,4.800267,3.473175
227,9572,2.534170,4.803399,2.829670
197,8251,2.107429,4.014503,3.316831
223,9401,2.384267,4.473716,3.370250
193,8390,2.235416,3.989112,3.307073
193,8364,2.113816,3.921435,3.453375
244,9955,3.007757,4.768550,3.523557
219,9335,2.520994,4.418818,3.351976
247,9936,2.976192,5.014148,3.401017
228,9750,2.794772,4.446582,3.347699
193,7973,2.270768,4.379046,2.944043
200,8807,2.233579,4.199942,3.540486
174,7947,2.107048,3.769568,3.315763
201,8458,2.096345,3.891473,3.304975
194,8260,2.112821,3.973034,3.528823
208,8532,2.361498,4.267072,3.343072
190,7824,2.222590,4.086016,3.313673
169,7192,2.001085,4.150884,2.796796
225,9260,2.306943,4.153906,3.339387
209,8874,2.374395,4.380096,3.260029
227,9557,3.417991,5.428921,4.126947
235,9660,2.512073,4.266375,3.288194
214,9302,2.325189,4.173051,3.186437
223,9215,2.437046,4.355342,3.161619
217,9220,2.565664,4.824863,3.232415
206,8832,2.543108,4.800672,3.224440
190,8092,2.206221,4.482661,2.725777
217,9483,2.236390,4.500703,3.123251
222,8959,2.430917,4.134892,3.161243
194,8054,2.080782,4.002079,3.143740
209,8379,2.310817,4.116613,3.189752
191,7888,2.138482,4.309499,3.178670
193,7916,2.286621,4.299188,3.149872
193,7915,2.145698,4.527082,2.663596
192,7894,2.273152,3.950801,3.223581
234,9337,2.480066,4.306427,3.133345
229,9915,2.432320,4.553215,3.281776
242,9727,2.448530,4.335537,3.177272
213,9461,2.443651,4.847081,3.267579
237,9867,2.922570,5.071433,3.255745
238,9861,2.642380,4.320666,3.221820
208,8822,2.448039,4.984017,2.772808
181,8250,2.094383,4.629360,3.293280
212,8885,3.392338,6.200620,3.954535
218,8954,2.435138,4.456189,3.255704
253,9813,2.610192,4.590497,3.205168
250,9786,2.710388,4.978914,3.303988
238,9670,2.780444,5.025481,3.250353
183,8253,2.321424,4.630865,3.130077
215,9395,2.489546,5.135171,2.624054
136,6018,1.472840,3.736617,3.072517
141,6468,1.753564,3.770147,3.054908
140,6436,1.674529,3.810287,3.042585
159,7911,1.886845,4.162500,2.943881
155,7165,1.859539,4.294464,2.812074
149,6622,1.776495,4.115456,2.917490
133,5863,1.601106,3.436228,2.833292
137,6322,1.672260,4.153913,2.489607
132,5739,1.428259,3.591408,3.043157
144,6272,1.729895,3.665336,2.951838
162,6966,1.718951,3.963903,2.843190
161,7071,1.724023,4.061649,3.117424
135,5985,1.638037,3.782277,2.820686
143,6461,1.783795,3.911279,2.872117
173,7146,1.970647,3.808573,2.729489
174,7375,1.967611,4.533788,2.285866
212,8456,2.070878,4.540268,2.691812
177,7796,1.955705,4.115367,2.848786
179,7579,1.888341,3.993335,2.788061
157,6917,1.723531,3.953929,2.796741
182,7798,2.269387,4.706797,2.878251
162,7551,2.102013,4.745825,2.798762
165,7435,1.915976,4.464311,2.317007
202,8415,2.414956,4.346208,2.748602
173,7439,1.907660,3.905455,2.699193
146,6845,1.622050,3.712795,2.675795
139,6139,1.509481,3.596879,2.689019
138,6034,1.707736,3.990848,2.566202
136,5999,1.565342,3.533532,2.643777
238,8953,2.267333,4.735047,2.058332
123,5524,1.228562,3.140017,2.466430
153,7153,1.628807,3.604006,2.305175
124,5719,1.276171,3.237729,2.395174
133,6454,1.593673,3.866738,2.470566
117,5596,1.521090,3.992177,2.544368
144,7270,1.883269,4.965782,2.583279
139,6645,1.645442,4.362713,1.869477
115,5367,1.408337,3.488730,2.282409
131,6359,1.533712,3.569949,2.250144
128,5887,1.189439,3.316877,2.176614
100,4796,1.115850,3.795550,2.281324
178,7655,1.794367,4.329853,1.786455
172,7886,1.724330,4.224773,2.224514
205,9029,2.102350,4.639582,2.249926
202,9268,2.190196,4.686222,2.227164
197,9113,2.060273,4.986769,1.753633
212,9307,3.201956,4.615598,2.198577
199,9260,1.983391,4.589163,2.244706
194,9180,1.868631,4.269454,2.213203
186,9102,2.051319,4.599046,2.331594
201,9230,2.149315,5.250861,2.282158
192,9196,2.063521,5.114211,1.767900
194,9202,1.948674,4.753371,2.169254
201,9245,2.021207,4.394831,2.138907
